Tweet Id;Text;Name;Screen Name;UTC;Created At;Favorites;Retweets;Language;Client;Tweet Type;URLs;Hashtags;Mentions;Media Type;Media URLs;;;
1529113025797660672;"“From us @MandelaUni we say “change the world”” - @ginofransman making us proud in France, talking about how the @MandelaUni #OpenEd team is working toward opening up education. 
@OpenEdGlobal 
#OEGlobal22
#OpenEdInfluencers https://t.co/pnmElV1h3A";Lindsay Young;younglindsay33;2022-05-24T14:52:09.000Z;Tue May 24 14:52:09 +0000 2022;5;3;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Tweet;;3;4;video;https://video.twimg.com/ext_tw_video/1529112990188019715/pu/vid/480x852/0wRm0eBPOGSQo9eG.mp4?tag=12;;;
1529113023071281158;RT @enkerli : To respond to that #OpenEducation survey @leohavemann. #OEGlobal22 https://t.co/ZBPlUv9KYu;Leo Havemann;leohavemann;2022-05-24T14:52:08.000Z;Tue May 24 14:52:08 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;https://openuniversity.onlinesurveys.ac.uk/valuing-open-institutional-open-education-policy-survey ;2;1;;;;;
1529112663460020224;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;Gina Chávez;ginachv2;2022-05-24T14:50:43.000Z;Tue May 24 14:50:43 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529112571332157443;RT @carinabossu : Great work on OE policy making and development from our wonderful @jatenas @catherinecronin @leohavemann @igor_lesko @vrodes #OEGlobal22 @OpenKuroko we got cited!! 😊 https://t.co/X4631evcQK;Alexandre Enkerli;enkerli;2022-05-24T14:50:21.000Z;Tue May 24 14:50:21 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;1;6;photo;https://pbs.twimg.com/media/FTh_KQnXsAA_qeO.jpg;;;
1529112463052050432;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;Fausto Jarrín Terán.;FaustoJarrinT;2022-05-24T14:49:55.000Z;Tue May 24 14:49:55 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529112080732676097;"RT @unatdaly : #OEGlobal22 Importance of collaboration and consultation for effective #OpenEducation Policymaking. @vrodes @igor_lesko @leohavemann @jatenas @catherinecronin ""christina stefanelli"" https://t.co/X4VYaiMeZt";Amanda Coolidge [she/her/hers];acoolidge;2022-05-24T14:48:24.000Z;Tue May 24 14:48:24 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;2;5;photo;https://pbs.twimg.com/media/FTh-qYjWQAAVQ0b.jpg;;;
1529112071547281409;"RT @OpenEdGlobal : 📣 #OEGlobal22 is in progress!
⁠
Up next is 'Defining and Developing ‘Enabling’ Open Education Policies in Higher Education' being presented by @jatenas , @catherinecronin , @igor_lesko , @cri_ste , and @vrodes

Join the AND Conference: https://t.co/joh5PBHQqT";Virginia Rodés;vrodes;2022-05-24T14:48:22.000Z;Tue May 24 14:48:22 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;https://oeg.pub/OEG22AndConf ;1;5;;;;;
1529111892437917696;Great work on OE policy making and development from our wonderful @jatenas @catherinecronin @leohavemann @igor_lesko @vrodes #OEGlobal22 @OpenKuroko we got cited!! 😊 https://t.co/X4631evcQK;Carina Bossu;carinabossu;2022-05-24T14:47:39.000Z;Tue May 24 14:47:39 +0000 2022;22;6;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Tweet;;1;6;photo;https://pbs.twimg.com/media/FTh_KQnXsAA_qeO.jpg;;;
1529111722178621442;"#OEGlobal22 Importance of collaboration and consultation for effective #OpenEducation Policymaking. @vrodes @igor_lesko @leohavemann @jatenas @catherinecronin ""christina stefanelli"" https://t.co/X4VYaiMeZt";Una T. Daly;unatdaly;2022-05-24T14:46:58.000Z;Tue May 24 14:46:58 +0000 2022;17;5;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;2;5;photo;https://pbs.twimg.com/media/FTh-qYjWQAAVQ0b.jpg;;;
1529111561469583360;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;Maria Antonieta;AntonietaGabela;2022-05-24T14:46:20.000Z;Tue May 24 14:46:20 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529111510093537280;To respond to that #OpenEducation survey @leohavemann. #OEGlobal22 https://t.co/ZBPlUv9KYu;Alexandre Enkerli;enkerli;2022-05-24T14:46:08.000Z;Tue May 24 14:46:08 +0000 2022;1;1;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;https://openuniversity.onlinesurveys.ac.uk/valuing-open-institutional-open-education-policy-survey ;2;1;;;;;
1529111236876505091;RT @SiemensStiftung : Together with our @RedSTEMLatam network, we take a holistic approach to strengthen the #OER movement in #LATAM. At #OEGlobal22, @anna_vater, Marisol Ramirez Montoya and @GenaroZavala @TecDeMonterrey presented our joint activities: https://t.co/nzWqN5aFj5 https://t.co/h2tJgElFQj;Red STEM Latam;RedSTEMLatam;2022-05-24T14:45:03.000Z;Tue May 24 14:45:03 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;https://www.oer-steam.world ;3;4;photo;https://pbs.twimg.com/media/FTh3NbDWYAIXZNn.jpg;;;
1529111234498420738;As @fractalfacil centres marginalized voices, @leohavemann brings up diverse voices in the often-homogeneous world of #OpenEducation. @jatenas insists on equity. #EpistemicJustice! #OEGlobal22;Alexandre Enkerli;enkerli;2022-05-24T14:45:02.000Z;Tue May 24 14:45:02 +0000 2022;2;1;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;3;3;;;;;
1529111230195040257;RT @enkerli : If someone can learn about #BOEI #OpenEdInfluencers @MandelaUni and not get inspired, it’s because they’re trying to immunize themselves from the transformational power of #OpenEducation. Mandela: “Education is the most powerful weapon to change the world.” #OEGlobal22;Perrine de Coëtlogon;PerrineCoet;2022-05-24T14:45:01.000Z;Tue May 24 14:45:01 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;4;1;;;;;
1529111071621058560;"RT @OpenEdGlobal : 📣 #OEGlobal22 is in progress!
⁠
Up next is 'Pratiques de l’éducation ouverte au postsecondaire en milieu minoritaire francophone au Canada' being presented by Catherine Lachaîne @uOttawaEdu

Join the AND Conference: https://t.co/joh5PBHQqT

#oeg22 #inNantes #educationtoolkits";Chaire Unesco RELIA;Chaire_RELIA;2022-05-24T14:44:23.000Z;Tue May 24 14:44:23 +0000 2022;0;0;fr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;https://oeg.pub/OEG22AndConf ;4;1;;;;;
1529110830368833536;As @jatenas describes this #PublicParticipation spectrum, I’m reminded once again of how our #Learn4PE fits in #OpenEducation more widely. #OEGlobal22 https://t.co/qXigaXlyNX;Alexandre Enkerli;enkerli;2022-05-24T14:43:26.000Z;Tue May 24 14:43:26 +0000 2022;3;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Tweet;https://oecd-opsi.org/innovations/learn4pe/ ;4;1;;;;;
1529110792800546817;"Found my calling and making my teenage daughters proud: I am becoming an influencer. An open education influencer or course! Great talk by @ginofransman on the BOEI course, a fully online course for all supporting OE. Count me in! #OEGlobal22
#OpenEdInfluencers @MandelaUni https://t.co/iauql2sEMQ";Marjan Groenouwe;MarjanGroenouwe;2022-05-24T14:43:17.000Z;Tue May 24 14:43:17 +0000 2022;6;1;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;2;2;photo;https://pbs.twimg.com/media/FTh-HGHXsAAMtB8.jpg;;;
1529110771069636609;RT @Michelson20MM : Happy #OEGlobal22! We are proud to sponsor this year’s @OpenEdGlobal conference and look forward to furthering capacity building, policy, access, and sustainability, and international cooperation among the OE community: https://t.co/trh91HhSvh https://t.co/HJCEoaDlaY;Alya Michelson;AlyaMichelson;2022-05-24T14:43:11.000Z;Tue May 24 14:43:11 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;https://hubs.li/Q01bZbCy0 ;1;1;photo;https://pbs.twimg.com/media/FTeics4WUAAeIMB.jpg;;;
1529110505935278080;RT @BeckPitt : Fantastic presentation from @ginofransman on the awesome #openedinfluencers … get involved! #OEGlobal22 #GO_GN https://t.co/zNzt8D5D5h;Carina Bossu;carinabossu;2022-05-24T14:42:08.000Z;Tue May 24 14:42:08 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;3;1;photo;https://pbs.twimg.com/media/FTh3rbFXEAI4Bj_.jpg;;;
1529110263634571264;"RT @vrodes : Conocimiento abierto como parte del 
Buen Vivir, conferencia de @ecuarauz en #OEGLOBAL22 @OpenEdGlobal #EducacionAbierta, #DatosAbiertos, #softwarelibre, #innovaciónabierta para otro modelo de desarrollo https://t.co/rhCRfr1yiD";Departamento de Apoyo Técnico Académico - ProEVA;DataUdelar;2022-05-24T14:41:11.000Z;Tue May 24 14:41:11 +0000 2022;0;0;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;5;2;photo;https://pbs.twimg.com/media/FTgeoOfXEAAloif.jpg;https://pbs.twimg.com/media/FTgeofTXoAMuzVe.jpg;;
1529110218520547333;"RT @vrodes : Plan Estratégico hacia 2030 de @OpenEdGlobal
El futuro es abierto! #OEGlobal22 
https://t.co/7HHKC1FA5X https://t.co/nGFWj6gKSU";Departamento de Apoyo Técnico Académico - ProEVA;DataUdelar;2022-05-24T14:41:00.000Z;Tue May 24 14:41:00 +0000 2022;0;0;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;https://www.oeglobal.org/open-education-global-strategic-plan/ ;1;1;photo;https://pbs.twimg.com/media/FTgobG6X0AIyxfd.jpg;https://pbs.twimg.com/media/FTgobf2WQAA7Tf6.jpg;;
1529110171154370565;"Shoutout @catherinecronin via @leohavemann. #CitationImpact in both publishing and oral discourse. Our #OpenRecognition network is about more than “Publish &amp; Perish”. #OEGlobal22";Alexandre Enkerli;enkerli;2022-05-24T14:40:48.000Z;Tue May 24 14:40:48 +0000 2022;2;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;3;2;;;;;
1529109979793440768;"📣 #OEGlobal22 is in full swing today! 
⁠
Up next is 'Exploring the Tools of Open Education to Make Classrooms Antiracist and Inclusive' being presented by @unatdaly , Liz Yata, and Lori-Beth Larson

Join the AND Conference: https://t.co/joh5PBHQqT

#oeg22 #inNantes #chooseopen";Open Education Global;OpenEdGlobal;2022-05-24T14:40:03.000Z;Tue May 24 14:40:03 +0000 2022;1;1;en;"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>";Tweet;https://oeg.pub/OEG22AndConf ;4;1;;;;;
1529109759030435841;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;Kobayashi;Kobayas56872187;2022-05-24T14:39:10.000Z;Tue May 24 14:39:10 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529109705444192256;RT @unatdaly : #OEGlobal22 The objective for policy makers is generally one of the three: regulatory, economic, or informational.  Important to understand when developing #openEducation policies @igor_lesko;Alexandre Enkerli;enkerli;2022-05-24T14:38:57.000Z;Tue May 24 14:38:57 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;2;1;;;;;
1529109511201513477;#OEGlobal22 The objective for policy makers is generally one of the three: regulatory, economic, or informational.  Important to understand when developing #openEducation policies @igor_lesko;Una T. Daly;unatdaly;2022-05-24T14:38:11.000Z;Tue May 24 14:38:11 +0000 2022;0;1;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;2;1;;;;;
1529109299376623616;Hope I’ll make it @lachainecath talk on #LinguisticMinority #HigherEd. The #OEGlobal22 schedule has split, in some ways. https://t.co/soETiRAowK;Alexandre Enkerli;enkerli;2022-05-24T14:37:21.000Z;Tue May 24 14:37:21 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;https://twitter.com/OpenEdGlobal/status/1529108716024389632 ;3;1;;;;;
1529108798681534465;RT @paola5373 : Dream teams in action to define and develop enabling OE policies in HE @jatenas @leohavemann @igor_lesko @vrodes #OEGlobal22 https://t.co/rnG09ff77r;Dr. Catherine Cronin;catherinecronin;2022-05-24T14:35:21.000Z;Tue May 24 14:35:21 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;1;4;photo;https://pbs.twimg.com/media/FTh8FQOXwAEmN7d.jpg;;;
1529108716083093506;"📣 #OEGlobal22 is in full swing today!
⁠
Up next is 'Wheel of insight - Connecting learning materials to support learning objectives' presented by @VanLeontien

Join the AND Conference: https://t.co/joh5PBHQqT

#oeg22 #inNantes #openeducation ##educationtoolkits #chooseopen #oer";Open Education Global;OpenEdGlobal;2022-05-24T14:35:02.000Z;Tue May 24 14:35:02 +0000 2022;0;0;en;"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>";Tweet;https://oeg.pub/OEG22AndConf ;7;1;;;;;
1529108716024389632;"📣 #OEGlobal22 is in progress!
⁠
Up next is 'Pratiques de l’éducation ouverte au postsecondaire en milieu minoritaire francophone au Canada' being presented by Catherine Lachaîne @uOttawaEdu

Join the AND Conference: https://t.co/joh5PBHQqT

#oeg22 #inNantes #educationtoolkits";Open Education Global;OpenEdGlobal;2022-05-24T14:35:02.000Z;Tue May 24 14:35:02 +0000 2022;1;2;fr;"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>";Tweet;https://oeg.pub/OEG22AndConf ;4;1;;;;;
1529108695119953923;RT @RedSTEMLatam : Continuamos con la participación en #OEGlobal22 en Nantes con la presentación del trabajo conjunto con el @TecdeMonterrey de @anna_vater, Marisol Montoya y @GenaroZavala sobre Recursos Educativos Abiertos y #CREA. ¿Conoces esta plataforma? https://t.co/kc9FyXTVI5 #OEGlobal https://t.co/2RlhKUlr9N;Siemens Stiftung;SiemensStiftung;2022-05-24T14:34:57.000Z;Tue May 24 14:34:57 +0000 2022;0;0;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;https://crea-portaldemedios.siemens-stiftung.org/home ;3;3;photo;https://pbs.twimg.com/media/FTh4HIcX0AA5MeJ.jpg;https://pbs.twimg.com/media/FTh4HIeWUAADwSO.jpg;;
1529108512739041280;Dream teams in action to define and develop enabling OE policies in HE @jatenas @leohavemann @igor_lesko @vrodes #OEGlobal22 https://t.co/rnG09ff77r;Paola Corti;paola5373;2022-05-24T14:34:13.000Z;Tue May 24 14:34:13 +0000 2022;27;5;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;1;4;photo;https://pbs.twimg.com/media/FTh8FQOXwAEmN7d.jpg;;;
1529108393033666565;RT @RedSTEMLatam : Continuamos con la participación en #OEGlobal22 en Nantes con la presentación del trabajo conjunto con el @TecdeMonterrey de @anna_vater, Marisol Montoya y @GenaroZavala sobre Recursos Educativos Abiertos y #CREA. ¿Conoces esta plataforma? https://t.co/kc9FyXTVI5 #OEGlobal https://t.co/2RlhKUlr9N;Anna Vater;anna_vater;2022-05-24T14:33:45.000Z;Tue May 24 14:33:45 +0000 2022;0;0;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;https://crea-portaldemedios.siemens-stiftung.org/home ;3;3;photo;https://pbs.twimg.com/media/FTh4HIcX0AA5MeJ.jpg;https://pbs.twimg.com/media/FTh4HIeWUAADwSO.jpg;;
1529107969471815680;"RT @OpenEdGlobal : 📣 #OEGlobal22 is in progress!
⁠
Up next is 'Partnering Higher Education and K-12 Institutions in OER: A Sustainable Model for Engaging K-12 Teachers in OER-Enabled Pedagogy' being presented by @kelly_arispe

Join the AND Conference: https://t.co/joh5PBHQqT";Kelly;kelly_arispe;2022-05-24T14:32:04.000Z;Tue May 24 14:32:04 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;https://oeg.pub/OEG22AndConf ;1;1;;;;;
1529107892871340037;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;Darwin Serrano Gómez;serranod1;2022-05-24T14:31:45.000Z;Tue May 24 14:31:45 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529107687845380096;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;Jorge Corella;corellaleo3;2022-05-24T14:30:56.000Z;Tue May 24 14:30:56 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529107283954868224;RT @philosopher1978 : It's really great and inspiring to see how the 'Becoming an Open Education Influencer' programme has become so polished and had such a great impact! #OEGlobal22 @Mandelauni @ginofransman #encoreplus  #innovation;Robot by uCloudify.com;uCloudify;2022-05-24T14:29:20.000Z;Tue May 24 14:29:20 +0000 2022;0;0;en;"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">uCloudify's Bot for Streaming</a>";Retweet;;3;2;;;;;
1529107261271973889;It's really great and inspiring to see how the 'Becoming an Open Education Influencer' programme has become so polished and had such a great impact! #OEGlobal22 @Mandelauni @ginofransman #encoreplus  #innovation;Rob Farrow;philosopher1978;2022-05-24T14:29:15.000Z;Tue May 24 14:29:15 +0000 2022;19;4;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;3;2;;;;;
1529107240040341505;"RT @moodle : OEGlobal is where the world meets to discuss how opening education helps us achieve universal access, equity, innovation, and opportunity in education, something we are very passionate about here at Moodle. 👏 https://t.co/RqMvWuYhka
#OEGlobal22 @moodler #OpenEducation https://t.co/wyfNgxAoY0";Marte-Maria Dougiamas;MmDougiamas;2022-05-24T14:29:10.000Z;Tue May 24 14:29:10 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Retweet;https://www.oeglobal.org/ ;2;1;photo;https://pbs.twimg.com/media/FThnzrFaQAACtVT.jpg;;;
1529107145995739142;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;وردة محمد🌹;wardamohamed181;2022-05-24T14:28:47.000Z;Tue May 24 14:28:47 +0000 2022;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529106961035407362;For that #OpenEdInfluencers link @ginofransman. https://t.co/TXjyOlkbmM #OEGlobal22;Alexandre Enkerli;enkerli;2022-05-24T14:28:03.000Z;Tue May 24 14:28:03 +0000 2022;4;2;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;http://openedinfluencers.mandela.ac.za ;2;1;;;;;
1529106916588367876;Just in time to listen to the message of the great @ginofransman about Open Education Influencers! #OEGlobal22 https://t.co/CzhyCsGDR0;Paola Corti;paola5373;2022-05-24T14:27:53.000Z;Tue May 24 14:27:53 +0000 2022;6;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;1;1;photo;https://pbs.twimg.com/media/FTh6oLhXwAUzz02.jpg;;;
1529106670072258561;As we say, it takes a village… to change the world. @ginofransman  #OEGlobal22;Alexandre Enkerli;enkerli;2022-05-24T14:26:54.000Z;Tue May 24 14:26:54 +0000 2022;2;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;1;1;;;;;
1529106391385919489;Wiki in Africa avec Florence Devouard et la Fondation Orange pour trouver motiver les écoles, enseignants et  enfants qui créeront des ressources éducatives libres pat et pour eux, avec des attentes et des vœux #REL #OEGlobal22 https://t.co/Yrhder9R2v;Perrine de Coëtlogon;PerrineCoet;2022-05-24T14:25:47.000Z;Tue May 24 14:25:47 +0000 2022;4;2;fr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;2;0;photo;https://pbs.twimg.com/media/FTh6J8PXsAM1Ehc.jpg;;;
1529106386201853954;RT @Toni_M_Arboleda : #OEGlobal22 Great speaker, orador de excepción, in our @OpenEdGlobal conference: @ecuarauz Andrés Arauz. Alternative, utopian yet feasible ways of understanding human progress and social success for all, connecting  knowledge, good living #buenvivir and action. #criticalpedagogy https://t.co/GjZkTliQWh;PTRBAL;222genio;2022-05-24T14:25:46.000Z;Tue May 24 14:25:46 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;;3;2;photo;https://pbs.twimg.com/media/FTgasZGWAAAuscD.jpg;https://pbs.twimg.com/media/FTgas1kWIAEHsNt.jpg;https://pbs.twimg.com/media/FTgatTqX0AAWnlr.jpg;
1529106359496630274;La route est longue, la voie est libre. #OEGlobal22 https://t.co/kCPt10fykk;Alexandre Enkerli;enkerli;2022-05-24T14:25:40.000Z;Tue May 24 14:25:40 +0000 2022;1;0;fr;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;https://twitter.com/framaka/status/1529080322167648256 ;1;0;;;;;
1529106053933289474;RT @MarjanGroenouwe : Because international coorperation is so important to advance open education, delighted to hear about the ENCORE+ project, the European Network for Catalysing Open Resources in Education (https://t.co/DDPlIJ7qHT) Four thematic circles as guidelines for conversation #OEGlobal22 https://t.co/FqxKFk0ofq;Alexandre Enkerli;enkerli;2022-05-24T14:24:27.000Z;Tue May 24 14:24:27 +0000 2022;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;http://encoreproject.eu ;1;0;photo;https://pbs.twimg.com/media/FTh2UhwWUAADZiv.jpg;;;
1529106035218206726;Qué buen equipo! Nodo LatAm en la #OEGlobal22 después de nuestro taller sobre “Plataformas abiertas para movilizar prácticas STEAM en el marco de la complejidad” @OpenEdGlobal @observatorioedu @TecdeMonterrey https://t.co/DBixNWctv5;Anna Vater;anna_vater;2022-05-24T14:24:22.000Z;Tue May 24 14:24:22 +0000 2022;2;0;es;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Tweet;;1;3;photo;https://pbs.twimg.com/media/FTh51QJXwAgWSSA.jpg;;;
1529105810839724032;If someone can learn about #BOEI #OpenEdInfluencers @MandelaUni and not get inspired, it’s because they’re trying to immunize themselves from the transformational power of #OpenEducation. Mandela: “Education is the most powerful weapon to change the world.” #OEGlobal22;Alexandre Enkerli;enkerli;2022-05-24T14:23:29.000Z;Tue May 24 14:23:29 +0000 2022;2;1;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;4;1;;;;;
1529105456861528065;Continuamos con la participación en #OEGlobal22 en Nantes con la presentación del trabajo conjunto con el @TecdeMonterrey de @anna_vater, Marisol Montoya y @GenaroZavala sobre Recursos Educativos Abiertos y #CREA. ¿Conoces esta plataforma? https://t.co/kc9FyXTVI5 #OEGlobal https://t.co/2RlhKUlr9N;Red STEM Latam;RedSTEMLatam;2022-05-24T14:22:04.000Z;Tue May 24 14:22:04 +0000 2022;9;2;es;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;https://crea-portaldemedios.siemens-stiftung.org/home ;3;3;photo;https://pbs.twimg.com/media/FTh4HIcX0AA5MeJ.jpg;https://pbs.twimg.com/media/FTh4HIeWUAADwSO.jpg;;
